"","V1","V2"
"23763","214463_x_at","HIST1H4J"
"23764","214464_at","CDC42BPA"
"23765","214465_at","ORM1 /// ORM2"
"23766","214466_at","GJA5"
"23767","214467_at","GPR65"
"23768","214468_at","MYH6"
"23769","214469_at","HIST1H2AE"
"23770","214470_at","KLRB1"
"23771","214471_x_at","LHB"
"23772","214472_at","HIST1H2AD /// HIST1H3D"
"23773","214473_x_at","PMS2P3"
"23774","214474_at","PRKAB2"
"23775","214475_x_at","CAPN3"
"23776","214476_at","TFF2"
"23777","214477_at","MLLT1"
"23778","214478_at","SPP2"
"23779","214479_at","GFRA3"
"23780","214480_at","ETV3"
"23781","214481_at","HIST1H2AM /// HIST1H3J"
"23782","214482_at","ZBTB25"
"23783","214483_s_at","ARFIP1"
"23784","214484_s_at","SIGMAR1"
"23785","214485_at","ODF1"
"23786","214486_x_at","CFLAR"
"23787","214487_s_at","RAP2A /// RAP2B"
"23788","214488_at","RAP2B"
"23789","214489_at","FSHB"
"23790","214490_at","ARSF"
"23791","214491_at","SSTR3"
"23792","214492_at","SGCD"
"23793","214493_s_at","INADL"
"23794","214494_s_at","SPG7"
"23795","214495_at","CACNG2"
"23796","214496_x_at","KAT6B"
"23797","214497_s_at","NHLH2"
"23798","214498_at","ASIP"
"23799","214499_s_at","BCLAF1"
"23800","214500_at","H2AFY"
"23801","214501_s_at","H2AFY"
"23802","214502_at","HIST1H2BJ /// LOC105374995"
"23803","214503_x_at","GPR135"
"23804","214504_at","ABO"
"23805","214505_s_at","FHL1"
"23806","214506_at","GPR182"
"23807","214507_s_at","EXOSC2"
"23808","214508_x_at","CREM"
"23809","214509_at","HIST1H3I"
"23810","214510_at","GPR20"
"23811","214511_x_at","FCGR1B"
"23812","214512_s_at","SUB1"
"23813","214513_s_at","CREB1"
"23814","214514_at","MCM3AP"
"23815","214515_at","OR1E1"
"23816","214516_at","HIST1H4B"
"23817","214517_at","KRTAP5-9"
"23818","214518_at","PDHA2"
"23819","214519_s_at","RLN2"
"23820","214520_at","FOXC2"
"23821","214521_at","HES2"
"23822","214522_x_at","HIST1H2AD /// HIST1H3D"
"23823","214523_at","CEBPE"
"23824","214524_at","GHRH"
"23825","214525_x_at","MLH3"
"23826","214526_x_at","PMS2P1"
"23827","214527_s_at","PQBP1"
"23828","214528_s_at","PAX8"
"23829","214529_at","TSHB"
"23830","214530_x_at","EPB41"
"23831","214531_s_at","SNX1"
"23832","214532_x_at","POU5F1B"
"23833","214533_at","CMA1"
"23834","214534_at","HIST1H1B"
"23835","214535_s_at","ADAMTS2"
"23836","214536_at","SLURP1"
"23837","214537_at","HIST1H1D"
"23838","214538_x_at","RGS6"
"23839","214539_at","SERPINB10"
"23840","214540_at","HIST1H2BO"
"23841","214541_s_at","QKI"
"23842","214542_x_at","HIST1H2AI"
"23843","214543_x_at","QKI"
"23844","214544_s_at","SNAP23"
"23845","214545_s_at","PROSC"
"23846","214546_s_at","P2RY11 /// PPAN-P2RY11"
"23847","214547_at","ADCY10"
"23848","214548_x_at","GNAS"
"23849","214549_x_at","SPRR1A"
"23850","214550_s_at","TNPO3"
"23851","214551_s_at","CD7"
"23852","214552_s_at","RABEP1"
"23853","214553_s_at","ARPP19"
"23854","214554_at","HIST1H2AL"
"23855","214555_at","SSTR5"
"23856","214556_at","SSTR4"
"23857","214557_at","PTTG2"
"23858","214558_at","GPR12"
"23859","214559_at","DRD3"
"23860","214560_at","FPR3"
"23861","214561_at","LILRP2"
"23862","214562_at","HIST1H4L"
"23863","214563_at","PCDHGC3"
"23864","214564_s_at","PCDHGC3"
"23865","214565_s_at","SMR3A /// SMR3B"
"23866","214566_at","SMR3A"
"23867","214567_s_at","XCL1 /// XCL2"
"23868","214568_at","TPSD1"
"23869","214569_at","IFNA5"
"23870","214570_x_at","LOC101929738 /// LOC102724151 /// LOC102724728 /// LOC102725072 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L3P /// POM121L4P /// POM121L7 /// POM121L8P /// POM121L9P"
"23871","214571_at","FGF3"
"23872","214572_s_at","INSL3"
"23873","214574_x_at","LST1"
"23874","214575_s_at","AZU1"
"23875","214576_at","KRT36"
"23876","214577_at","MAP1B"
"23877","214578_s_at","ROCK1"
"23878","214579_at","NIPAL3"
"23879","214580_x_at","KRT6A /// KRT6B /// KRT6C"
"23880","214581_x_at","TNFRSF21"
"23881","214582_at","PDE3B"
"23882","214583_at","DDI2"
"23883","214584_x_at","ACACB"
"23884","214585_s_at","VPS52"
"23885","214586_at","GPR37"
"23886","214587_at","COL8A1"
"23887","214588_s_at","MFAP3"
"23888","214589_at","FGF12"
"23889","214590_s_at","UBE2D1"
"23890","214591_at","KLHL4"
"23891","214592_s_at","SNAPC5"
"23892","214593_at","PIAS2"
"23893","214594_x_at","ATP8B1"
"23894","214595_at","KCNG1"
"23895","214596_at","CHRM3"
"23896","214597_at","SSTR2"
"23897","214598_at","CLDN8"
"23898","214599_at","IVL"
"23899","214600_at","TEAD1"
"23900","214601_at","TPH1"
"23901","214602_at","COL4A4"
"23902","214603_at","MAGEA2 /// MAGEA2B"
"23903","214604_at","HOXD11"
"23904","214605_x_at","GPR1"
"23905","214606_at","TSPAN2"
"23906","214607_at","PAK3"
"23907","214608_s_at","EYA1"
"23908","214609_at","PHOX2A"
"23909","214610_at","CYP11B1"
"23910","214611_at","GRIK1"
"23911","214612_x_at","MAGEA6"
"23912","214613_at","GPR3"
"23913","214614_at","MNX1"
"23914","214615_at","P2RY10"
"23915","214616_at","HIST1H3E"
"23916","214617_at","PRF1"
"23917","214618_at","CFLAR"
"23918","214619_at","CRHR1 /// MGC57346-CRHR1"
"23919","214620_x_at","PAM"
"23920","214621_at","GYS2"
"23921","214622_at","CYP21A1P /// CYP21A2"
"23922","214623_at","FBXW4P1"
"23923","214624_at","UPK1A"
"23924","214625_s_at","MINK1"
"23925","214626_s_at","GANAB"
"23926","214627_at","EPX"
"23927","214628_at","NHLH1"
"23928","214629_x_at","RTN4"
"23929","214630_at","CYP11B2"
"23930","214631_at","ZBTB33"
"23931","214632_at","NRP2"
"23932","214633_at","SOX3"
"23933","214634_at","HIST1H4I"
"23934","214635_at","CLDN9"
"23935","214636_at","CALCB"
"23936","214637_at","OSM"
"23937","214638_s_at","CCNT2"
"23938","214639_s_at","HOXA1"
"23939","214640_at","UNC93A"
"23940","214641_at","COL4A3"
"23941","214642_x_at","MAGEA10-MAGEA5 /// MAGEA5"
"23942","214643_x_at","BIN1"
"23943","214644_at","HIST1H2AK"
"23944","214645_at","214645_at"
"23945","214646_at","HIST1H3J"
"23946","214647_s_at","HFE"
"23947","214648_at","GPX5"
"23948","214649_s_at","MTMR2"
"23949","214650_x_at","MOG"
"23950","214651_s_at","HOXA10-HOXA9 /// HOXA9"
"23951","214652_at","DRD1"
"23952","214655_at","GPR6"
"23953","214656_x_at","MYO1C"
"23954","214657_s_at","NEAT1"
"23955","214658_at","TMED7"
"23956","214659_x_at","YLPM1"
"23957","214660_at","ITGA1"
"23958","214661_s_at","NOP14"
"23959","214662_at","WDR43"
"23960","214663_at","DSTYK"
"23961","214664_at","PAICS"
"23962","214665_s_at","CHP1"
"23963","214666_x_at","IREB2"
"23964","214667_s_at","TP53I11"
"23965","214668_at","SPRYD7"
"23966","214669_x_at","IGKC"
"23967","214670_at","ZKSCAN1"
"23968","214671_s_at","ABR"
"23969","214672_at","TTLL5"
"23970","214673_s_at","HUWE1"
"23971","214674_at","USP19"
"23972","214675_at","NUP188"
"23973","214676_x_at","MUC3B"
"23974","214677_x_at","CYAT1 /// IGLC1 /// IGLC2 /// IGLC3 /// IGLJ3 /// IGLV1-44 /// IGLV3-25 /// IGLV4-3"
"23975","214678_x_at","ZFX"
"23976","214679_x_at","GNA11"
"23977","214680_at","NTRK2"
"23978","214681_at","GK"
"23979","214682_at","PKD1P6"
"23980","214683_s_at","CLK1"
"23981","214684_at","MEF2A"
"23982","214685_at","NOP14-AS1"
"23983","214686_at","ZNF266"
"23984","214687_x_at","ALDOA"
"23985","214688_at","TLE4"
"23986","214689_at","PAPPA2"
"23987","214690_at","TAF1B"
"23988","214691_x_at","FAM63B"
"23989","214692_s_at","JRK"
"23990","214693_x_at","LOC100996763 /// LOC102724250 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9"
"23991","214694_at","MPRIP"
"23992","214695_at","UBAP2L"
"23993","214696_at","MIR22HG"
"23994","214697_s_at","PTBP3"
"23995","214698_at","PTBP3"
"23996","214699_x_at","WIPI2"
"23997","214700_x_at","RIF1"
"23998","214701_s_at","FN1"
"23999","214702_at","FN1"
"24000","214703_s_at","MAN2B2"
"24001","214704_at","TCF25"
"24002","214705_at","INADL"
"24003","214706_at","ZNF200"
"24004","214707_x_at","ALMS1"
"24005","214708_at","SNTB1"
"24006","214709_s_at","KTN1"
"24007","214710_s_at","CCNB1"
"24008","214711_at","GATC"
"24009","214712_at","SNX29P2"
"24010","214713_at","YLPM1"
"24011","214714_at","ZNF394"
"24012","214715_x_at","ZNF160"
"24013","214716_at","BMP2K"
"24014","214717_at","PKI55"
"24015","214718_at","GATAD1"
"24016","214719_at","SLC46A3"
"24017","214720_x_at","SEPT10"
"24018","214721_x_at","CDC42EP4"
"24019","214722_at","NOTCH2NL"
"24020","214723_x_at","ANKRD36 /// ANKRD36B"
"24021","214724_at","DIXDC1"
"24022","214725_at","SBSPON"
"24023","214726_x_at","ADD1"
"24024","214727_at","BRCA2"
"24025","214728_x_at","SMARCA4"
"24026","214729_at","TWISTNB"
"24027","214730_s_at","GLG1"
"24028","214731_at","214731_at"
"24029","214732_at","SP1"
"24030","214733_s_at","YIPF1"
"24031","214734_at","EXPH5"
"24032","214735_at","IPCEF1"
"24033","214736_s_at","ADD1"
"24034","214737_x_at","HNRNPC"
"24035","214738_s_at","NEK9"
"24036","214739_at","LRCH3"
"24037","214740_at","POLR2J3"
"24038","214741_at","ZNF131"
"24039","214742_at","CEP131"
"24040","214743_at","CUX1"
"24041","214744_s_at","RPL23"
"24042","214745_at","PLCH1"
"24043","214746_s_at","ZNF467"
"24044","214747_at","ZBED4"
"24045","214748_at","N4BP2L2"
"24046","214749_s_at","ARMCX6"
"24047","214750_at","PLAC4"
"24048","214751_at","ZNF468"
"24049","214752_x_at","FLNA"
"24050","214753_at","N4BP2L2"
"24051","214754_at","TET3"
"24052","214755_at","UAP1L1"
"24053","214756_x_at","PMS2P1"
"24054","214757_at","PMS2P2"
"24055","214758_at","DCAF4"
"24056","214759_at","WTAP"
"24057","214760_at","ZNF337"
"24058","214761_at","ZNF423"
"24059","214762_at","ATP6V1G2"
"24060","214763_at","ACOT11"
"24061","214764_at","RRP15"
"24062","214765_s_at","NAAA"
"24063","214766_s_at","AHCTF1"
"24064","214767_s_at","HSPB6"
"24065","214768_x_at","IGKV2-28 /// IGKV2D-28"
"24066","214769_at","CLCN4"
"24067","214770_at","MSR1"
"24068","214771_x_at","MPRIP"
"24069","214772_at","KIAA1549L"
"24070","214773_x_at","TIPRL"
"24071","214774_x_at","TOX3"
"24072","214775_at","N4BP3"
"24073","214776_x_at","XYLB"
"24074","214777_at","IGKV4-1"
"24075","214778_at","MEGF8"
"24076","214779_s_at","SGSM3"
"24077","214780_s_at","MYO9B"
"24078","214781_at","SHANK1"
"24079","214782_at","CTTN"
"24080","214783_s_at","ANXA11"
"24081","214784_x_at","XPO6"
"24082","214785_at","VPS13A"
"24083","214786_at","MAP3K1"
"24084","214787_at","DENND4A"
"24085","214788_x_at","DDN"
"24086","214789_x_at","SRSF8"
"24087","214790_at","SENP6"
"24088","214791_at","SP140L"
"24089","214792_x_at","VAMP2"
"24090","214793_at","DUSP7"
"24091","214794_at","PA2G4"
"24092","214795_at","ZMYND8"
"24093","214796_at","KIAA1456"
"24094","214797_s_at","CDK18"
"24095","214798_at","ATP2C2"
"24096","214799_at","NFASC"
"24097","214800_x_at","BTF3"
"24098","214801_at","TOR1AIP2"
"24099","214802_at","EXOC7"
"24100","214803_at","CDH6"
"24101","214804_at","CENPI"
"24102","214805_at","EIF4A1"
"24103","214806_at","BICD1"
"24104","214807_at","PLXDC2"
"24105","214808_at","TRIM56"
"24106","214809_at","LOC100294145"
"24107","214811_at","RIMBP2"
"24108","214812_s_at","MOB1A"
"24109","214813_at","ZNF75D"
"24110","214814_at","YTHDC1"
"24111","214815_at","TRIM33"
"24112","214816_x_at","FAAP24"
"24113","214817_at","UNC13A"
"24114","214818_at","CCDC57"
"24115","214819_at","IQSEC2"
"24116","214820_at","BRWD1"
"24117","214821_at","SLC25A4"
"24118","214822_at","BRINP2"
"24119","214823_at","ZNF204P"
"24120","214824_at","214824_at"
"24121","214825_at","FAM155A"
"24122","214826_at","PDE12"
"24123","214827_at","PARD6B"
"24124","214828_s_at","RRP7A /// RRP7BP"
"24125","214829_at","AASS"
"24126","214830_at","SLC38A6"
"24127","214831_at","ELK4"
"24128","214832_at","HNF4A"
"24129","214833_at","TMEM63A"
"24130","214834_at","PWAR5"
"24131","214835_s_at","SUCLG2"
"24132","214836_x_at","IGK /// IGKC /// IGKV1-5 /// IGKV2-28 /// IGKV2D-28"
"24133","214837_at","ALB"
"24134","214838_at","SFT2D2"
"24135","214839_at","LINC00599"
"24136","214840_at","TOM1L2"
"24137","214841_at","CNIH3"
"24138","214842_s_at","ALB"
"24139","214843_s_at","USP33"
"24140","214844_s_at","DOK5"
"24141","214845_s_at","CALU"
"24142","214846_s_at","ALPK3"
"24143","214847_s_at","GPSM3"
"24144","214848_at","YWHAZ"
"24145","214849_at","KCTD20"
"24146","214850_at","SMA4"
"24147","214851_at","HNF4A"
"24148","214852_x_at","VPS13A"
"24149","214853_s_at","SHC1"
"24150","214854_at","LOC105372239"
"24151","214855_s_at","RALGAPA1 /// RALGAPA1P"
"24152","214856_at","SPTBN1"
"24153","214857_at","RPARP-AS1"
"24154","214858_at","PP14571"
"24155","214859_at","FSTL4"
"24156","214860_at","SLC9A7"
"24157","214861_at","KDM4C"
"24158","214862_x_at","214862_x_at"
"24159","214863_at","214863_at"
"24160","214864_s_at","GRHPR"
"24161","214865_at","DOT1L"
"24162","214866_at","PLAUR"
"24163","214867_at","NDST2 /// ZSWIM8-AS1"
"24164","214868_at","PIWIL1"
"24165","214869_x_at","GAPVD1"
"24166","214870_x_at","LOC102724993 /// LOC105376752 /// NPIP /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1"
"24167","214871_x_at","LOC100287590"
"24168","214872_at","RIF1"
"24169","214873_at","LRP5L"
"24170","214874_at","PKP4"
"24171","214875_x_at","APLP2"
"24172","214876_s_at","TUBGCP5"
"24173","214877_at","CDKAL1"
"24174","214878_at","ZNF37A"
"24175","214879_x_at","USF2"
"24176","214880_x_at","CALD1"
"24177","214881_s_at","UBTF"
"24178","214882_s_at","SRSF2"
"24179","214883_at","THRA"
"24180","214884_at","MCF2"
"24181","214885_at","KAT8"
"24182","214886_s_at","N4BP2L1"
"24183","214887_at","N4BP2L1"
"24184","214888_at","CAPN2"
"24185","214889_at","FAM149A"
"24186","214890_s_at","FAM149A"
"24187","214891_at","FBXO21"
"24188","214892_x_at","CACTIN"
"24189","214893_x_at","HCN2"
"24190","214894_x_at","KIAA0754 /// MACF1"
"24191","214895_s_at","ADAM10"
"24192","214896_at","LINC01314"
"24193","214897_at","214897_at"
"24194","214898_x_at","MUC3B"
"24195","214899_at","ZNF780B"
"24196","214900_at","ZKSCAN1"
"24197","214901_at","ZNF8"
"24198","214902_x_at","LPP"
"24199","214903_at","SYT2"
"24200","214904_at","ZNF41"
"24201","214905_at","RASGRF1"
"24202","214906_x_at","N4BP2L1"
"24203","214907_at","CEACAM21"
"24204","214908_s_at","TRRAP"
"24205","214909_s_at","DDAH2"
"24206","214910_s_at","APOM"
"24207","214911_s_at","BRD2"
"24208","214912_at","214912_at"
"24209","214913_at","ADAMTS3"
"24210","214914_at","FAM13C"
"24211","214915_at","ZNF362"
"24212","214916_x_at","IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHJ4 /// IGHM /// IGHV3-23 /// IGHV4-31 /// IGK /// ZCWPW2"
"24213","214917_at","PRKAA1"
"24214","214918_at","HNRNPM"
"24215","214919_s_at","ANKHD1-EIF4EBP3 /// EIF4EBP3"
"24216","214920_at","THSD7A"
"24217","214921_at","KCNMA1"
"24218","214922_at","ZNF484"
"24219","214923_at","ATP6V1D"
"24220","214924_s_at","TRAK1"
"24221","214925_s_at","SPTAN1"
"24222","214926_at","SPTAN1"
"24223","214927_at","ITGBL1"
"24224","214928_at","OBSL1"
"24225","214929_s_at","KIAA1109"
"24226","214930_at","SLITRK5"
"24227","214931_s_at","SRPK2"
"24228","214932_at","KIDINS220"
"24229","214933_at","CACNA1A"
"24230","214934_at","ATP9B"
"24231","214935_at","IL4I1 /// NUP62"
"24232","214936_at","LRCH1"
"24233","214937_x_at","PCM1"
"24234","214938_x_at","HMGB1"
"24235","214939_x_at","MLLT4"
"24236","214940_s_at","SMG6"
"24237","214941_s_at","PRPF40A"
"24238","214942_at","RBM34"
"24239","214943_s_at","ARID4B /// RBM34"
"24240","214944_at","PHLPP2"
"24241","214945_at","FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC105377751"
"24242","214946_x_at","FAM21A /// FAM21C"
"24243","214947_at","FAM105A"
"24244","214948_s_at","TMF1"
"24245","214949_at","214949_at"
"24246","214950_at","214950_at"
"24247","214951_at","SLC26A10"
"24248","214952_at","NCAM1"
"24249","214953_s_at","APP"
"24250","214954_at","SUSD5"
"24251","214955_at","TMPRSS6"
"24252","214956_at","AAK1"
"24253","214957_at","ACTL8"
"24254","214958_s_at","TMC6"
"24255","214959_s_at","API5"
"24256","214960_at","API5"
"24257","214961_at","MTUS2"
"24258","214962_s_at","NUP160"
"24259","214963_at","NUP160"
"24260","214964_at","214964_at"
"24261","214965_at","SPATA2L"
"24262","214966_at","GRIK5"
"24263","214967_at","214967_at"
"24264","214968_at","DDX51"
"24265","214969_at","MAP3K9"
"24266","214970_s_at","ST6GAL1"
"24267","214971_s_at","ST6GAL1"
"24268","214972_at","MGEA5"
"24269","214973_x_at","IGHD"
"24270","214974_x_at","CXCL5"
"24271","214975_s_at","MTMR1"
"24272","214976_at","RPL13"
"24273","214977_at","214977_at"
"24274","214978_s_at","PPFIA4"
"24275","214979_at","214979_at"
"24276","214980_at","UBE3A"
"24277","214981_at","POSTN"
"24278","214982_at","SNRNP200"
"24279","214983_at","TTTY15"
"24280","214984_at","LOC101060386 /// LOC105371127 /// SMG1 /// SMG1P1 /// SMG1P2 /// SMG1P3 /// SMG1P5"
"24281","214985_at","EXT1"
"24282","214986_x_at","PPIL2"
"24283","214987_at","GAB1"
"24284","214988_s_at","SON"
"24285","214989_x_at","SRSF11P1"
"24286","214990_at","PIGO"
"24287","214991_s_at","PIGO"
"24288","214992_s_at","DNASE2"
"24289","214993_at","ASPHD1"
"24290","214994_at","APOBEC3F"
"24291","214995_s_at","APOBEC3F /// APOBEC3G"
"24292","214996_at","214996_at"
"24293","214997_at","SCAI"
"24294","214998_at","AAK1"
"24295","214999_s_at","RAB11FIP3"
"24296","215000_s_at","FEZ2"
"24297","215001_s_at","GLUL"
"24298","215002_at","LOC101060275 /// LOC105369248 /// LOC613037 /// NPIPA2 /// NPIPB11 /// NPIPB1P /// NPIPB3 /// NPIPB4 /// NPIPB5"
"24299","215003_at","DGCR9"
"24300","215004_s_at","SUGP1"
"24301","215005_at","NECAB2"
"24302","215006_at","215006_at"
"24303","215008_at","TLL2"
"24304","215009_s_at","THAP9-AS1"
"24305","215010_s_at","BRSK2"
"24306","215011_at","SNHG3"
"24307","215012_at","ZNF451"
"24308","215013_s_at","USP34"
"24309","215014_at","KCND3"
"24310","215015_at","CCDC64"
"24311","215016_x_at","DST"
"24312","215017_s_at","FNBP1L"
"24313","215018_at","CEP295"
"24314","215019_x_at","ZNF528"
"24315","215020_at","NRXN3"
"24316","215021_s_at","NRXN3"
"24317","215022_x_at","ZNF33B"
"24318","215023_s_at","PEX1"
"24319","215024_at","CCZ1B"
"24320","215025_at","NTRK3"
"24321","215026_x_at","SCNN1A"
"24322","215027_at","RAPGEF3"
"24323","215028_at","SEMA6A"
"24324","215029_at","AKIRIN1"
"24325","215030_at","GRSF1"
"24326","215031_x_at","RNF126"
"24327","215032_at","RREB1"
"24328","215033_at","TM4SF1"
"24329","215034_s_at","TM4SF1"
"24330","215035_at","IGLL5 /// IGLV6-57"
"24331","215036_at","215036_at"
"24332","215037_s_at","BCL2L1"
"24333","215038_s_at","SETD2"
"24334","215039_at","LINC01140"
"24335","215040_at","RNASEH2B"
"24336","215041_s_at","DOCK9"
"24337","215042_at","BMP6"
"24338","215043_s_at","GUSBP3 /// LOC100653061 /// SMA4 /// SMA5"
"24339","215044_s_at","STAM2"
"24340","215045_at","CELF3"
"24341","215046_at","KANSL1L"
"24342","215047_at","TRIM58"
"24343","215048_at","ZNF280B"
"24344","215049_x_at","CD163"
"24345","215050_x_at","MAPKAPK2"
"24346","215051_x_at","AIF1"
"24347","215052_at","FRMPD4"
"24348","215053_at","SRCAP"
"24349","215054_at","EPOR /// RGL3"
"24350","215055_at","B3GNTL1"
"24351","215056_at","PGBD5"
"24352","215057_at","LINC00894"
"24353","215058_at","DENND5B"
"24354","215059_at","215059_at"
"24355","215060_at","LOC101927610"
"24356","215061_at","METTL10"
"24357","215062_at","215062_at"
"24358","215063_x_at","LRRC40"
"24359","215064_at","SC5D"
"24360","215065_at","PHF8"
"24361","215066_at","PTPRF"
"24362","215067_x_at","PRDX2"
"24363","215068_s_at","FBXL18"
"24364","215069_at","NMT2"
"24365","215070_x_at","GPR21 /// RABGAP1"
"24366","215071_s_at","HIST1H2AC"
"24367","215072_x_at","EDRF1"
"24368","215073_s_at","NR2F2"
"24369","215074_at","MYO1B"
"24370","215075_s_at","GRB2"
"24371","215076_s_at","COL3A1"
"24372","215077_at","COL3A1"
"24373","215078_at","LOC100129518 /// SOD2"
"24374","215079_at","215079_at"
"24375","215080_s_at","AGAP2"
"24376","215081_at","KIAA1024"
"24377","215082_at","ELOVL5"
"24378","215083_at","215083_at"
"24379","215084_s_at","LRRC42"
"24380","215085_x_at","DLEC1"
"24381","215086_at","IBTK"
"24382","215087_at","C15orf39"
"24383","215088_s_at","SDHC"
"24384","215089_s_at","RBM10"
"24385","215090_x_at","LOC440434"
"24386","215091_s_at","GTF3A"
"24387","215092_s_at","NFAT5"
"24388","215093_at","NSDHL"
"24389","215094_at","SPICE1"
"24390","215095_at","ESD"
"24391","215096_s_at","ESD"
"24392","215097_at","CAPZB"
"24393","215098_at","RXRB"
"24394","215099_s_at","RXRB"
"24395","215100_at","ADTRP"
"24396","215101_s_at","CXCL5"
"24397","215102_at","DPY19L1P1"
"24398","215103_at","CYP2C18"
"24399","215104_at","NRIP2"
"24400","215105_at","N4BP2L2-IT2"
"24401","215106_at","TTC22"
"24402","215107_s_at","TTC22"
"24403","215108_x_at","TOX3"
"24404","215109_at","RC3H1"
"24405","215110_at","BMS1P21 /// MBL1P"
"24406","215111_s_at","TSC22D1"
"24407","215112_x_at","MCF2L2"
"24408","215113_s_at","SENP3 /// SENP3-EIF4A1"
"24409","215114_at","SENP3"
"24410","215115_x_at","NTRK3"
"24411","215116_s_at","DNM1"
"24412","215117_at","RAG2"
"24413","215118_s_at","IGH"
"24414","215119_at","MYO16"
"24415","215120_s_at","SAMD4A"
"24416","215121_x_at","CYAT1 /// IGLC1 /// IGLC2 /// IGLC3 /// IGLC7 /// IGLJ3 /// IGLL5 /// IGLV1-44 /// IGLV3-25 /// IGLV4-3"
"24417","215122_at","TBX6"
"24418","215123_at","LOC101060275 /// LOC105376851 /// NPIPA2 /// NPIPA3 /// NPIPB11 /// NPIPB1P /// NPIPB3 /// NPIPB4 /// NPIPB5"
"24419","215124_at","ZNF550"
"24420","215125_s_at","UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9"
"24421","215126_at","LINC01314"
"24422","215127_s_at","RBMS1"
"24423","215128_at","215128_at"
"24424","215129_at","PIK3C2G"
"24425","215130_s_at","IQCK"
"24426","215131_at","IQCK"
"24427","215132_at","215132_at"
"24428","215133_s_at","FAM153A /// FAM153B /// LOC100507387 /// LOC105377751"
"24429","215134_at","PI4K2A"
"24430","215135_at","DNPEP"
"24431","215136_s_at","EXOSC8"
"24432","215137_at","215137_at"
"24433","215138_s_at","KAZN"
"24434","215139_at","ARHGEF10"
"24435","215140_at","215140_at"
"24436","215141_at","NOP14-AS1"
"24437","215142_at","HYPM"
"24438","215143_at","DPY19L2P2"
"24439","215144_at","215144_at"
"24440","215145_s_at","CNTNAP2"
"24441","215146_s_at","TTC28"
"24442","215147_at","215147_at"
"24443","215148_s_at","APBA3"
"24444","215149_at","AJAP1"
"24445","215150_at","YOD1"
"24446","215151_at","DOCK10"
"24447","215152_at","MYB"
"24448","215153_at","NOS1AP"
"24449","215154_at","ULK2"
"24450","215155_at","HEXA"
"24451","215156_at","WDR61"
"24452","215157_x_at","PABPC1"
"24453","215158_s_at","DEDD"
"24454","215159_s_at","NADK"
"24455","215160_x_at","FRG1CP"
"24456","215161_at","CAMK1G"
"24457","215162_at","RALGAPA1"
"24458","215163_at","215163_at"
"24459","215164_at","215164_at"
"24460","215165_x_at","UMPS"
"24461","215166_at","IGSF9B"
"24462","215167_at","MED14"
"24463","215168_at","TIMM17A"
"24464","215169_at","SLC35E2"
"24465","215170_s_at","CEP152"
"24466","215171_s_at","TIMM17A"
"24467","215172_at","LOC105369264 /// PTPN20"
"24468","215173_at","DNAAF1"
"24469","215174_at","FMO6P"
"24470","215175_at","PCNX"
"24471","215176_x_at","IGKV1-39 /// IGKV1D-39"
"24472","215177_s_at","ITGA6"
"24473","215178_x_at","NAAA"
"24474","215179_x_at","PGF"
"24475","215180_at","215180_at"
"24476","215181_at","CDH22"
"24477","215182_x_at","215182_x_at"
"24478","215183_at","215183_at"
"24479","215184_at","DAPK2"
"24480","215185_at","LINC00963"
"24481","215186_at","TBC1D30"
"24482","215187_at","LOC55338"
"24483","215188_at","STK24"
"24484","215189_at","KRT86"
"24485","215190_at","EIF3M"
"24486","215191_at","215191_at"
"24487","215192_at","PMS2P4"
"24488","215193_x_at","HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// LOC105369230"
"24489","215194_at","PRKCA"
"24490","215195_at","PRKCA"
"24491","215196_at","GUSBP11"
"24492","215197_at","215197_at"
"24493","215198_s_at","CALD1"
"24494","215199_at","CALD1"
"24495","215200_x_at","215200_x_at"
"24496","215201_at","REPS1"
"24497","215202_at","GUSBP11"
"24498","215203_at","GOLGA4"
"24499","215204_at","215204_at"
"24500","215205_x_at","NCOR2"
"24501","215206_at","215206_at"
"24502","215207_x_at","NUS1 /// NUS1P3"
"24503","215208_x_at","RPL35A"
"24504","215209_at","SEC24D"
"24505","215210_s_at","DLST"
"24506","215211_at","RRN3P1"
"24507","215212_at","215212_at"
"24508","215213_at","NUP54"
"24509","215214_at","IGLV3-25"
"24510","215215_s_at","LOC81691"
"24511","215216_at","VPS16"
"24512","215217_at","IGKC"
"24513","215218_s_at","WDR62"
"24514","215219_at","DOPEY2"
"24515","215220_s_at","TPR"
"24516","215221_at","215221_at"
"24517","215222_x_at","KIAA0754 /// MACF1"
"24518","215223_s_at","LOC100129518 /// SOD2"
"24519","215224_at","SNORA21"
"24520","215225_s_at","GPR17"
"24521","215226_at","EXPH5"
"24522","215227_x_at","ACP1"
