"","V1","V2"
"24523","215228_at","NHLH2"
"24524","215229_at","LOC100129973"
"24525","215230_x_at","EIF3C /// EIF3CL"
"24526","215231_at","PRKAG2"
"24527","215232_at","ARHGAP44"
"24528","215233_at","JMJD6"
"24529","215234_at","DYRK1A"
"24530","215235_at","SPTAN1"
"24531","215236_s_at","PICALM"
"24532","215237_at","DOCK9"
"24533","215238_s_at","DOCK9"
"24534","215239_x_at","ZNF273"
"24535","215240_at","ITGB3"
"24536","215241_at","ANO3"
"24537","215242_at","LOC102724528 /// PIGC"
"24538","215243_s_at","GJB3"
"24539","215244_at","DGCR5"
"24540","215245_x_at","FMR1"
"24541","215246_at","LARP7"
"24542","215247_at","LOC100288570"
"24543","215248_at","GRB10"
"24544","215249_at","RPL35A"
"24545","215250_at","EMC3"
"24546","215251_at","215251_at"
"24547","215252_at","215252_at"
"24548","215253_s_at","RCAN1"
"24549","215254_at","RCAN1"
"24550","215255_at","IGSF9B"
"24551","215256_x_at","ARHGAP33"
"24552","215257_at","ERGIC3"
"24553","215258_at","CADM4"
"24554","215259_s_at","CADM4"
"24555","215260_s_at","TCF3"
"24556","215261_at","215261_at"
"24557","215262_at","215262_at"
"24558","215263_at","ZXDA /// ZXDB"
"24559","215264_at","EMX1"
"24560","215265_at","EMX1"
"24561","215266_at","DNAH3"
"24562","215267_s_at","SLC8A2"
"24563","215268_at","KIAA0754 /// MACF1"
"24564","215269_at","TRAPPC10"
"24565","215270_at","LFNG"
"24566","215271_at","TNN"
"24567","215272_at","OGG1"
"24568","215273_s_at","TADA3"
"24569","215274_at","SLC12A3"
"24570","215275_at","TRAF3IP3"
"24571","215276_at","WFDC8"
"24572","215277_at","PCDH1"
"24573","215278_at","215278_at"
"24574","215279_at","215279_at"
"24575","215280_s_at","PPFIA3"
"24576","215281_x_at","POGZ"
"24577","215282_at","ANAPC13"
"24578","215283_at","LINC00667"
"24579","215284_at","215284_at"
"24580","215285_s_at","PHTF1"
"24581","215286_s_at","PHTF2"
"24582","215287_at","STRN"
"24583","215288_at","TRPC2"
"24584","215289_at","ZNF749"
"24585","215290_at","215290_at"
"24586","215291_at","MKL1"
"24587","215292_s_at","MKL1"
"24588","215293_s_at","PGAP2"
"24589","215294_s_at","SMARCA1"
"24590","215295_at","DTNB"
"24591","215296_at","CDC42BPA"
"24592","215297_at","LOC441204"
"24593","215298_at","LOC105377443"
"24594","215299_x_at","SULT1A1"
"24595","215300_s_at","FMO5"
"24596","215301_at","SYCE1L"
"24597","215302_at","LOC257152"
"24598","215303_at","DCLK1"
"24599","215304_at","215304_at"
"24600","215305_at","PDGFRA"
"24601","215306_at","215306_at"
"24602","215307_at","ZNF529"
"24603","215308_at","XRCC6"
"24604","215309_at","ZNF674"
"24605","215310_at","APC"
"24606","215311_at","NTRK3"
"24607","215312_at","215312_at"
"24608","215313_x_at","HLA-A"
"24609","215314_at","215314_at"
"24610","215315_at","ZNF549"
"24611","215316_at","215316_at"
"24612","215317_at","215317_at"
"24613","215318_at","MINOS1P1"
"24614","215319_at","ATP8B3"
"24615","215320_at","SPATA31C2"
"24616","215321_at","RUNDC3B"
"24617","215322_at","LONRF1"
"24618","215323_at","LUZP2"
"24619","215324_at","SEMA3D"
"24620","215325_x_at","CBARP"
"24621","215326_at","PAK4"
"24622","215327_at","215327_at"
"24623","215328_at","EFR3B"
"24624","215329_s_at","CDK11A /// CDK11B"
"24625","215330_at","215330_at"
"24626","215331_at","MYH15"
"24627","215332_s_at","CD8B"
"24628","215333_x_at","GSTM1"
"24629","215334_at","EFR3B"
"24630","215335_at","215335_at"
"24631","215336_at","AKAP11"
"24632","215337_at","MED24"
"24633","215338_s_at","NKTR"
"24634","215339_at","NKTR"
"24635","215340_at","ADCY1"
"24636","215341_at","DNAH6"
"24637","215342_s_at","RABGAP1L"
"24638","215343_at","CCDC88C /// LOC105370624"
"24639","215344_at","215344_at"
"24640","215345_x_at","TRGV7"
"24641","215346_at","CD40"
"24642","215347_at","215347_at"
"24643","215348_at","ADCY1"
"24644","215349_at","BTBD18"
"24645","215350_at","SYNE1"
"24646","215351_at","RTCA"
"24647","215352_at","GIMAP5"
"24648","215353_at","215353_at"
"24649","215354_s_at","PELP1"
"24650","215355_at","POU2F3"
"24651","215356_at","TDRD12"
"24652","215357_s_at","POLDIP3"
"24653","215358_x_at","ZNF37BP"
"24654","215359_x_at","ZNF44"
"24655","215360_at","215360_at"
"24656","215361_at","DOCK5"
"24657","215362_at","215362_at"
"24658","215363_x_at","FOLH1 /// FOLH1B"
"24659","215364_s_at","SZT2"
"24660","215365_at","CACNB2"
"24661","215366_at","SNX13"
"24662","215367_at","KIAA1614"
"24663","215368_at","NEB"
"24664","215369_at","215369_at"
"24665","215370_at","215370_at"
"24666","215371_at","MED27"
"24667","215372_x_at","MAGI1"
"24668","215373_x_at","215373_x_at"
"24669","215374_at","PAPOLA"
"24670","215375_x_at","LRRFIP1"
"24671","215376_at","215376_at"
"24672","215377_at","CTBP2"
"24673","215378_at","215378_at"
"24674","215379_x_at","BMS1P20 /// IGLC2 /// IGLC3 /// IGLJ2 /// IGLJ3 /// IGLL5 /// IGLV1-44 /// IGLV3-19 /// IGLV3-25"
"24675","215380_s_at","GGCT"
"24676","215381_at","MTOR"
"24677","215382_x_at","TPSAB1 /// TPSB2"
"24678","215383_x_at","SPG21"
"24679","215384_s_at","MAP1A"
"24680","215385_at","215385_at"
"24681","215386_at","215386_at"
"24682","215387_x_at","215387_x_at"
"24683","215388_s_at","CFH /// CFHR1"
"24684","215389_s_at","TNNT2"
"24685","215390_at","215390_at"
"24686","215391_at","MAP1A"
"24687","215392_at","215392_at"
"24688","215393_s_at","COBLL1"
"24689","215394_at","PIK3C3"
"24690","215395_x_at","PRSS3P2"
"24691","215396_at","ADGRV1"
"24692","215397_x_at","215397_x_at"
"24693","215398_at","215398_at"
"24694","215399_s_at","OS9"
"24695","215400_x_at","ADCY9"
"24696","215401_at","215401_at"
"24697","215402_at","APPBP2"
"24698","215403_at","215403_at"
"24699","215404_x_at","FGFR1"
"24700","215405_at","215405_at"
"24701","215406_at","215406_at"
"24702","215407_s_at","ASTN2"
"24703","215408_at","215408_at"
"24704","215409_at","LPCAT4"
"24705","215410_at","LOC441259 /// PMS2P1 /// PMS2P10 /// PMS2P5 /// PMS2P6"
"24706","215411_s_at","TRAF3IP2"
"24707","215412_x_at","PMS2P1"
"24708","215413_at","EXOC7"
"24709","215414_at","FARS2"
"24710","215415_s_at","LYST"
"24711","215416_s_at","STOML2"
"24712","215417_at","EXOC6B"
"24713","215418_at","PARVA"
"24714","215419_at","ZFR2"
"24715","215420_at","IHH"
"24716","215421_at","LOC100131510"
"24717","215422_at","MARCH6"
"24718","215423_at","MARCH6"
"24719","215424_s_at","SNW1"
"24720","215425_at","BTG3"
"24721","215426_at","ZCCHC14"
"24722","215427_s_at","ZCCHC14"
"24723","215428_at","215428_at"
"24724","215429_s_at","ZNF428"
"24725","215430_at","GK2"
"24726","215431_at","SNTB1"
"24727","215432_at","ACSM1"
"24728","215433_at","DPY19L1"
"24729","215434_x_at","LOC102724250 /// NBPF1 /// NBPF10 /// NBPF19"
"24730","215435_at","215435_at"
"24731","215436_at","HSDL2"
"24732","215437_x_at","BAZ2A"
"24733","215438_x_at","GSPT1"
"24734","215439_x_at","215439_x_at"
"24735","215440_s_at","BEX4"
"24736","215441_at","215441_at"
"24737","215442_s_at","TSHR"
"24738","215443_at","TSHR"
"24739","215444_s_at","TRIM31"
"24740","215445_x_at","215445_x_at"
"24741","215446_s_at","LOX"
"24742","215447_at","215447_at"
"24743","215448_at","215448_at"
"24744","215449_at","TSPO2"
"24745","215450_at","SNRPE"
"24746","215451_s_at","AFF1"
"24747","215452_x_at","SUMO4"
"24748","215454_x_at","SFTPC"
"24749","215455_at","TIMELESS"
"24750","215456_at","215456_at"
"24751","215457_at","215457_at"
"24752","215458_s_at","SMURF1"
"24753","215459_at","CTNS"
"24754","215460_x_at","BRD1"
"24755","215461_at","ZNRF4"
"24756","215462_at","PLK3"
"24757","215463_at","OR7E24"
"24758","215464_s_at","P2RX5-TAX1BP3 /// TAX1BP3"
"24759","215465_at","ABCA12"
"24760","215466_at","215466_at"
"24761","215467_x_at","LOC647070"
"24762","215468_at","LOC647070"
"24763","215469_at","SLITRK5"
"24764","215470_at","GTF2H2B"
"24765","215471_s_at","MAP7"
"24766","215472_at","PACRG"
"24767","215473_at","215473_at"
"24768","215474_at","215474_at"
"24769","215475_at","215475_at"
"24770","215476_at","215476_at"
"24771","215477_at","215477_at"
"24772","215478_at","RIMS2"
"24773","215479_at","215479_at"
"24774","215480_at","KIAA0509"
"24775","215481_s_at","PEX5"
"24776","215482_s_at","EIF2B4"
"24777","215483_at","AKAP9"
"24778","215484_at","215484_at"
"24779","215485_s_at","ICAM1"
"24780","215486_at","PRPS1L1"
"24781","215487_x_at","FAM182B"
"24782","215488_at","215488_at"
"24783","215489_x_at","HOMER3"
"24784","215490_at","IBA57"
"24785","215491_at","MYCL"
"24786","215492_x_at","PTCRA"
"24787","215493_x_at","BTN2A1"
"24788","215494_at","215494_at"
"24789","215495_s_at","SAMD4A"
"24790","215496_at","SAMD4A"
"24791","215497_s_at","WDTC1"
"24792","215498_s_at","MAP2K3"
"24793","215499_at","MAP2K3"
"24794","215500_at","SNX29"
"24795","215501_s_at","DUSP10"
"24796","215502_at","215502_at"
"24797","215503_at","SPINT3"
"24798","215504_x_at","ANKRD10-IT1"
"24799","215505_s_at","STRN3"
"24800","215506_s_at","DIRAS3"
"24801","215507_x_at","215507_x_at"
"24802","215508_at","BUB1"
"24803","215509_s_at","BUB1"
"24804","215510_at","ETV2"
"24805","215511_at","TCF20"
"24806","215512_at","MARCH6"
"24807","215513_at","HYMAI"
"24808","215514_at","215514_at"
"24809","215515_at","215515_at"
"24810","215516_at","LAMB4"
"24811","215517_at","PYGO1"
"24812","215518_at","STXBP5L"
"24813","215519_x_at","SGSM3"
"24814","215520_at","PYGO1"
"24815","215521_at","PHC3"
"24816","215522_at","SORCS3"
"24817","215523_at","ZNF391"
"24818","215524_x_at","MGC40069 /// TRAC /// TRAJ17 /// TRAJ56 /// TRAV20 /// TRAV38-1 /// TRDV2 /// YME1L1"
"24819","215525_at","215525_at"
"24820","215526_at","215526_at"
"24821","215527_at","KHDRBS2"
"24822","215528_at","215528_at"
"24823","215529_x_at","DIP2A"
"24824","215530_at","FANCA"
"24825","215531_s_at","GABRA5"
"24826","215532_x_at","ZNF492"
"24827","215533_s_at","UBE4B"
"24828","215534_at","215534_at"
"24829","215535_s_at","AGPAT1"
"24830","215536_at","HLA-DQB2"
"24831","215537_x_at","DDAH2"
"24832","215538_at","LARGE"
"24833","215539_at","215539_at"
"24834","215540_at","YME1L1"
"24835","215541_s_at","DIAPH1"
"24836","215542_at","C14orf93"
"24837","215543_s_at","LARGE"
"24838","215544_s_at","UBOX5"
"24839","215545_at","215545_at"
"24840","215546_at","PSMD5"
"24841","215547_at","TSC22D2"
"24842","215548_s_at","SCFD1"
"24843","215549_x_at","CTAGE9"
"24844","215550_at","SRGAP3"
"24845","215551_at","ESR1"
"24846","215552_s_at","ESR1"
"24847","215553_x_at","215553_x_at"
"24848","215554_at","GPLD1"
"24849","215555_at","215555_at"
"24850","215556_at","215556_at"
"24851","215557_at","215557_at"
"24852","215558_at","UBR2"
"24853","215559_at","ABCC6 /// LOC105369239"
"24854","215560_x_at","MTRF1L"
"24855","215561_s_at","IL1R1"
"24856","215562_at","TTC39A"
"24857","215563_s_at","MST1L"
"24858","215564_at","AREG"
"24859","215565_at","LOC101929272"
"24860","215566_x_at","LYPLA2"
"24861","215567_at","FCF1"
"24862","215568_x_at","LYPLA2"
"24863","215569_at","GTF2IRD2 /// GTF2IRD2B"
"24864","215570_s_at","ZNF780A /// ZNF780B"
"24865","215571_at","215571_at"
"24866","215572_at","215572_at"
"24867","215573_at","CAT"
"24868","215574_at","215574_at"
"24869","215575_at","PDE4DIP"
"24870","215576_at","215576_at"
"24871","215577_at","215577_at"
"24872","215578_at","215578_at"
"24873","215579_at","APOBEC3G"
"24874","215580_at","MCM3AP"
"24875","215581_s_at","MCM3AP"
"24876","215582_x_at","MCM3AP"
"24877","215583_at","TMEM63A"
"24878","215584_at","HECW1"
"24879","215585_at","215585_at"
"24880","215586_at","215586_at"
"24881","215587_x_at","215587_x_at"
"24882","215588_x_at","RIOK3"
"24883","215589_at","215589_at"
"24884","215590_x_at","ACVR2B-AS1"
"24885","215591_at","SATB2"
"24886","215592_at","215592_at"
"24887","215593_at","215593_at"
"24888","215594_at","ERV9-1"
"24889","215595_x_at","215595_x_at"
"24890","215596_s_at","LTN1"
"24891","215597_x_at","LOC101929165"
"24892","215598_at","TTC12"
"24893","215599_at","GUSBP3"
"24894","215600_x_at","FBXW12"
"24895","215601_at","215601_at"
"24896","215602_at","FGD2"
"24897","215603_x_at","GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// GGTLC3 /// LOC102724197 /// LOC102724823"
"24898","215604_x_at","215604_x_at"
"24899","215605_at","NCOA2"
"24900","215606_s_at","ERC1"
"24901","215607_x_at","215607_x_at"
"24902","215608_at","215608_at"
"24903","215609_at","215609_at"
"24904","215610_at","215610_at"
"24905","215611_at","TCF12"
"24906","215612_at","215612_at"
"24907","215613_at","ADAM12"
"24908","215614_at","215614_at"
"24909","215615_x_at","215615_x_at"
"24910","215616_s_at","KDM4B"
"24911","215617_at","SPATS2L"
"24912","215618_at","RSU1"
"24913","215619_at","215619_at"
"24914","215620_at","RREB1"
"24915","215621_s_at","IGHD"
"24916","215622_x_at","PHF7"
"24917","215623_x_at","SMC4"
"24918","215624_at","TSC2"
"24919","215625_at","LOC101928669 /// LOC105379521 /// LOC105379854 /// LOC644450"
"24920","215626_at","215626_at"
"24921","215627_at","LOC101926913"
"24922","215628_x_at","215628_x_at"
"24923","215629_s_at","DLEU2 /// DLEU2L"
"24924","215630_at","215630_at"
"24925","215631_s_at","BRMS1"
"24926","215632_at","NEUROG2"
"24927","215633_x_at","LST1"
"24928","215634_at","215634_at"
"24929","215635_at","215635_at"
"24930","215636_at","UBR4"
"24931","215637_at","CEP41"
"24932","215638_at","ERBB3"
"24933","215639_at","SH2D3C"
"24934","215640_at","TBC1D2B"
"24935","215641_at","SEC24D"
"24936","215642_at","215642_at"
"24937","215643_at","SEMA3D"
"24938","215644_at","ZNF518A"
"24939","215645_at","FLCN"
"24940","215646_s_at","VCAN"
"24941","215647_at","215647_at"
"24942","215648_at","215648_at"
"24943","215649_s_at","MVK"
"24944","215650_at","215650_at"
"24945","215651_at","215651_at"
"24946","215652_at","SDHD"
"24947","215653_at","215653_at"
"24948","215654_at","BCAT2"
"24949","215655_at","GRIK2"
"24950","215656_at","LMAN2"
"24951","215657_at","SLC26A3"
"24952","215658_at","LINC00675"
"24953","215659_at","GSDMB"
"24954","215660_s_at","MAST2"
"24955","215661_at","MAST2"
"24956","215662_at","215662_at"
"24957","215663_at","MBNL1"
"24958","215664_s_at","EPHA5"
"24959","215665_at","215665_at"
"24960","215666_at","HLA-DRB4"
"24961","215667_x_at","LOC441259 /// PMS2P1 /// PMS2P10 /// PMS2P2 /// PMS2P5 /// PMS2P6 /// PMS2P7"
"24962","215668_s_at","PLXNB1"
"24963","215669_at","HLA-DRB4"
"24964","215670_s_at","SCAND2P"
"24965","215671_at","PDE4B"
"24966","215672_s_at","AHCYL2"
"24967","215673_at","TEF"
"24968","215674_at","215674_at"
"24969","215675_at","TEF"
"24970","215676_at","BRF1"
"24971","215677_s_at","BRF1"
"24972","215678_at","LOC440792"
"24973","215679_at","LUNAR1"
"24974","215680_at","KIAA1654"
"24975","215681_at","KIAA1654"
"24976","215682_at","LOC440792"
"24977","215683_at","RBFADN"
"24978","215684_s_at","ASCC2"
"24979","215685_s_at","DLX2"
"24980","215686_x_at","TFAP2B"
"24981","215687_x_at","PLCB1"
"24982","215688_at","RASGRF1"
"24983","215689_s_at","SHBG"
"24984","215690_x_at","GPAA1"
"24985","215691_x_at","HSPB11"
"24986","215692_s_at","MPPED2"
"24987","215693_x_at","DDX27"
"24988","215694_at","SPATA5L1"
"24989","215695_s_at","GYG2"
"24990","215696_s_at","SEC16A"
"24991","215697_at","215697_at"
"24992","215698_at","KDM5A"
"24993","215699_x_at","SFI1"
"24994","215700_x_at","CPNE6"
"24995","215701_at","215701_at"
"24996","215702_s_at","CFTR"
"24997","215703_at","CFTR"
"24998","215704_at","FLG"
"24999","215705_at","PPP5C"
"25000","215706_x_at","ZYX"
"25001","215707_s_at","PRNP"
"25002","215708_s_at","PRIM2"
"25003","215709_at","PRIM2"
"25004","215710_at","ST3GAL4"
"25005","215711_s_at","WEE1"
"25006","215712_s_at","IGFALS"
"25007","215713_at","215713_at"
"25008","215714_s_at","SMARCA4"
"25009","215715_at","SLC6A2"
"25010","215716_s_at","ATP2B1"
"25011","215717_s_at","FBN2"
"25012","215718_s_at","PHF3"
"25013","215719_x_at","FAS"
"25014","215720_s_at","NFYA"
"25015","215721_at","IGHG1 /// IGHV5-51"
"25016","215722_s_at","SNRPA1"
"25017","215723_s_at","PLD1"
"25018","215724_at","PLD1"
"25019","215725_at","DGCR11"
"25020","215726_s_at","CYB5A"
"25021","215727_x_at","ARMCX6"
"25022","215728_s_at","ACOT7"
"25023","215729_s_at","VGLL1"
"25024","215730_at","VGLL1"
"25025","215731_s_at","MPHOSPH9"
"25026","215732_s_at","DTX2"
"25027","215733_x_at","CTAG2"
"25028","215734_at","IZUMO4"
"25029","215735_s_at","TSC2"
"25030","215736_at","KCNV1"
"25031","215737_x_at","USF2"
"25032","215738_at","LINC00563"
"25033","215739_s_at","TUBGCP3"
"25034","215740_at","PTPRN2"
"25035","215741_x_at","AKAP8L"
"25036","215742_at","215742_at"
"25037","215743_at","NMT2"
"25038","215744_at","FUS"
"25039","215745_at","215745_at"
"25040","215746_at","215746_at"
"25041","215747_s_at","RCC1"
"25042","215748_at","KLHL35"
"25043","215749_s_at","GORASP1"
"25044","215750_at","215750_at"
"25045","215751_at","RBM26"
"25046","215752_at","SIK2"
"25047","215753_at","215753_at"
"25048","215754_at","SCARB2"
"25049","215755_at","215755_at"
"25050","215756_at","LINC01136"
"25051","215757_at","PRKDC"
"25052","215758_x_at","ZNF93"
"25053","215759_at","ANKRD53"
"25054","215760_s_at","SBNO2"
"25055","215761_at","DMXL2"
"25056","215762_at","215762_at"
"25057","215763_at","215763_at"
"25058","215764_x_at","AP2A2"
"25059","215765_at","LRRC41"
"25060","215766_at","GSTA5"
"25061","215767_at","ZNF804A"
"25062","215768_at","215768_at"
"25063","215769_at","TRAV16"
"25064","215770_at","OR7E2P"
"25065","215771_x_at","RET"
"25066","215772_x_at","SUCLG2"
"25067","215773_x_at","PARP2"
"25068","215774_s_at","SUCLG2"
"25069","215775_at","THBS1"
"25070","215776_at","INSRR"
"25071","215777_at","IGLV4-60"
"25072","215778_x_at","HAB1"
"25073","215779_s_at","HIST1H2BG"
"25074","215780_s_at","SET"
"25075","215781_s_at","TOP3B"
"25076","215782_at","RAB40AL"
"25077","215783_s_at","ALPL"
"25078","215784_at","CD1E"
"25079","215785_s_at","CYFIP2"
"25080","215786_at","215786_at"
"25081","215787_at","ACTA2"
"25082","215788_at","CFAP74"
"25083","215789_s_at","AJAP1"
"25084","215790_at","AJAP1"
"25085","215791_at","215791_at"
"25086","215792_s_at","DNAJC11"
"25087","215793_at","MTMR7"
"25088","215794_x_at","GLUD2"
"25089","215795_at","MYH7B"
"25090","215796_at","TRAV13-2"
"25091","215797_at","MGC40069"
"25092","215798_at","ALDH1L1"
"25093","215799_at","LOC101927051"
"25094","215800_at","DUOX1"
"25095","215801_at","215801_at"
"25096","215802_at","215802_at"
"25097","215803_at","CXorf57"
"25098","215804_at","EPHA1"
"25099","215805_at","215805_at"
"25100","215806_x_at","TARP /// TRGC1 /// TRGC2 /// TRGV9"
"25101","215807_s_at","PLXNB1"
"25102","215808_at","KLK10"
"25103","215809_at","CYP2D7"
"25104","215810_x_at","DST"
"25105","215811_at","SNCA"
"25106","215812_s_at","SLC6A10P /// SLC6A10PB /// SLC6A8"
"25107","215813_s_at","PTGS1"
"25108","215814_at","DST"
"25109","215815_at","BUD31"
"25110","215816_at","GUSBP11"
"25111","215817_at","SERPINB13"
"25112","215818_at","NUDT7"
"25113","215819_s_at","RHCE /// RHD"
"25114","215820_x_at","SNX13"
"25115","215821_x_at","PSG3"
"25116","215822_x_at","MYT1"
"25117","215823_x_at","PABPC1 /// RLIM"
"25118","215824_at","215824_at"
"25119","215825_at","215825_at"
"25120","215826_x_at","ZNF835"
"25121","215827_x_at","CROCCP3"
"25122","215828_at","215828_at"
"25123","215829_at","SHANK2"
"25124","215830_at","SHANK2"
"25125","215831_at","215831_at"
"25126","215832_x_at","PICALM"
"25127","215833_s_at","SPPL2B"
"25128","215834_x_at","SCARB1"
"25129","215835_at","SCARB1"
"25130","215836_s_at","PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5"
"25131","215837_x_at","215837_x_at"
"25132","215838_at","LILRA5"
"25133","215839_at","LILRA5"
"25134","215840_at","DNAH2"
"25135","215841_at","GUCA1B"
"25136","215842_s_at","ATP11A"
"25137","215843_s_at","TLL2"
"25138","215844_at","TNPO2"
"25139","215845_x_at","215845_x_at"
"25140","215846_at","215846_at"
"25141","215847_at","HERC2P3"
"25142","215848_at","SCAPER"
"25143","215849_x_at","CFAP70"
"25144","215850_s_at","NDUFA5"
"25145","215851_at","MECOM"
"25146","215852_x_at","SOGA1"
"25147","215853_at","215853_at"
"25148","215854_at","215854_at"
"25149","215855_s_at","TMF1"
"25150","215856_at","SIGLEC15"
"25151","215857_at","NCLN"
"25152","215858_at","215858_at"
"25153","215859_at","NCLN"
"25154","215860_at","SYT12"
"25155","215861_at","LOC101927770"
"25156","215862_at","215862_at"
"25157","215863_at","TFR2"
"25158","215864_at","215864_at"
"25159","215865_at","SYT12"
"25160","215866_at","215866_at"
"25161","215867_x_at","CA12"
"25162","215868_x_at","215868_x_at"
"25163","215869_at","215869_at"
"25164","215870_s_at","PLA2G5"
"25165","215871_at","PLA2G5"
"25166","215872_at","215872_at"
"25167","215873_x_at","ABCC10"
"25168","215874_at","215874_at"
"25169","215875_at","215875_at"
"25170","215876_at","LOC105376196"
"25171","215877_at","215877_at"
"25172","215878_at","ITGB1 /// ITGB1P1"
"25173","215879_at","ITGB1"
"25174","215880_at","NAGLU"
"25175","215881_x_at","SSX2 /// SSX2B /// SSX3"
"25176","215882_at","CEP152"
"25177","215883_at","CTNNA1"
"25178","215884_s_at","UBQLN2"
"25179","215885_at","SSX2B"
"25180","215886_x_at","USP12"
"25181","215887_at","ZNF277"
